date,number_of_checks-no_verification,os-se,app_version-version_appli,count-nombre
2021-05-22,1-6,android,1.2.8,1
2021-05-22,1-6,ios,1.2.10,6
2021-05-22,13-30,android,1.2.10,1
2021-05-22,7-12,android,1.2.10,1
2021-05-22,7-12,ios,1.2.10,3
2021-05-23,1-6,android,1.2.10,2
2021-05-23,1-6,ios,1.2.10,2
2021-05-23,13-30,android,1.2.8,1
2021-05-23,13-30,ios,1.2.10,1
2021-05-23,7-12,ios,1.2.10,5
2021-05-24,1-6,android,1.2.10,2
2021-05-24,13-30,ios,1.2.10,1
2021-05-24,7-12,android,1.2.8,1
2021-05-24,7-12,ios,1.2.10,7
2021-05-25,1-6,android,1.2.8,1
2021-05-25,1-6,android,1.2.10,1
2021-05-25,1-6,ios,1.2.10,2
2021-05-25,13-30,ios,1.2.10,1
2021-05-25,7-12,ios,1.2.10,6
2021-05-26,1-6,ios,1.2.10,1
2021-05-26,13-30,android,1.2.8,1
2021-05-26,13-30,ios,1.2.10,1
2021-05-26,7-12,ios,1.2.10,2
2021-05-27,1-6,ios,1.2.10,1
2021-05-27,13-30,android,1.2.8,1
2021-05-27,13-30,ios,1.2.10,1
2021-05-27,7-12,ios,1.2.10,1
2021-05-28,1-6,ios,1.2.8,1
2021-05-28,13-30,ios,1.2.10,1
2021-05-28,7-12,android,1.2.8,1
2021-05-28,7-12,ios,1.2.10,1
2021-05-29,13-30,android,1.2.8,1
2021-05-29,13-30,ios,1.2.10,1
2021-05-29,7-12,ios,1.2.8,1
2021-05-29,7-12,ios,2.0.0,1
2021-05-30,1-6,ios,1.2.8,1
2021-05-30,13-30,ios,1.2.10,1
2021-05-30,30+,android,1.2.8,1
2021-05-30,7-12,ios,2.0.0,1
2021-05-31,13-30,android,1.2.8,1
2021-05-31,13-30,ios,1.2.10,1
2021-05-31,7-12,ios,1.2.8,1
2021-05-31,7-12,ios,2.0.0,1
2021-06-01,13-30,ios,1.2.10,1
2021-06-01,7-12,android,1.2.8,1
2021-06-01,7-12,ios,1.2.8,1
2021-06-01,7-12,ios,2.0.0,1
2021-06-02,13-30,ios,1.2.10,1
2021-06-02,7-12,android,1.2.8,1
2021-06-02,7-12,ios,1.2.8,1
2021-06-02,7-12,ios,2.0.0,1
2021-06-03,1-6,android,1.2.8,1
2021-06-03,13-30,ios,1.2.10,1
2021-06-03,7-12,ios,1.2.8,1
2021-06-03,7-12,ios,2.0.0,1
2021-06-04,7-12,android,1.2.8,1
2021-06-04,7-12,ios,2.0.0,1
2021-06-05,30+,android,1.2.8,1
2021-06-06,7-12,android,1.2.8,1
2021-06-07,1-6,ios,2.0.0,1
2021-06-07,30+,android,1.2.8,1
2021-06-08,1-6,ios,2.0.0,1
2021-06-08,13-30,android,1.2.8,1
2021-06-08,7-12,ios,2.0.0,1
2021-06-09,7-12,android,1.2.8,1
2021-06-10,1-6,ios,2.0.0,1
2021-06-10,30+,android,1.2.8,1
2021-06-10,7-12,ios,2.0.0,1
2021-06-11,1-6,ios,1.1.8,1
2021-06-11,1-6,ios,2.0.0,2
2021-06-11,30+,android,1.2.8,1
2021-06-11,7-12,ios,2.0.0,1
2021-06-12,1-6,ios,2.0.0,1
2021-06-12,7-12,android,1.2.8,1
2021-06-12,7-12,ios,1.1.8,1
2021-06-12,7-12,ios,2.0.0,1
2021-06-13,1-6,ios,2.0.0,1
2021-06-13,7-12,android,1.2.8,1
2021-06-13,7-12,ios,1.1.8,1
2021-06-14,7-12,ios,1.1.8,1
2021-06-15,1-6,ios,1.1.8,1
2021-06-15,1-6,ios,1.2.10,1
2021-06-15,1-6,ios,2.0.0,2
2021-06-15,13-30,android,1.5.3,1
2021-06-15,7-12,ios,1.2.10,2
2021-06-16,1-6,ios,1.1.8,4
2021-06-16,1-6,ios,2.0.0,2
2021-06-16,7-12,android,1.5.3,1
2021-06-17,1-6,ios,1.1.8,1
2021-06-17,7-12,android,1.5.3,1
2021-06-17,7-12,ios,1.1.8,3
2021-06-17,7-12,ios,2.0.0,1
2021-06-18,1-6,android,1.5.3,1
2021-06-18,1-6,ios,2.0.0,2
2021-06-18,7-12,ios,1.1.8,3
2021-06-18,7-12,ios,2.0.0,1
2021-06-19,1-6,android,1.5.3,1
2021-06-19,1-6,ios,2.0.0,1
2021-06-19,7-12,ios,1.1.8,2
2021-06-19,7-12,ios,2.0.0,2
2021-06-20,1-6,ios,1.1.8,1
2021-06-20,1-6,ios,2.0.0,1
2021-06-20,7-12,android,1.5.3,1
2021-06-20,7-12,ios,1.1.8,3
2021-06-20,7-12,ios,2.0.0,2
2021-06-21,1-6,android,1.5.3,1
2021-06-21,1-6,ios,1.1.8,2
2021-06-21,1-6,ios,2.0.0,2
2021-06-21,7-12,ios,2.0.0,1
2021-06-22,1-6,android,1.5.3,1
2021-06-22,1-6,ios,2.0.0,1
2021-06-22,7-12,ios,2.0.0,2
2021-06-23,1-6,android,1.5.3,1
2021-06-23,1-6,ios,2.0.0,2
2021-06-23,13-30,android,2.0.0,2
2021-06-23,7-12,android,2.0.0,1
2021-06-23,7-12,ios,2.0.0,3
2021-06-24,1-6,ios,2.0.0,1
2021-06-24,13-30,android,2.0.0,2
2021-06-24,30+,android,2.0.0,3
2021-06-24,7-12,android,1.2.8,1
2021-06-24,7-12,android,1.5.3,1
2021-06-24,7-12,ios,2.0.0,3
2021-06-25,1-6,ios,2.0.0,3
2021-06-25,13-30,android,2.0.0,2
2021-06-25,30+,android,1.2.8,1
2021-06-25,30+,android,2.0.0,1
2021-06-25,7-12,android,1.5.3,1
2021-06-25,7-12,android,2.0.0,2
2021-06-25,7-12,ios,2.0.0,7
2021-06-26,1-6,android,1.5.3,1
2021-06-26,1-6,android,2.0.0,2
2021-06-26,1-6,ios,2.0.0,2
2021-06-26,30+,android,1.2.8,1
2021-06-26,30+,android,2.0.0,2
2021-06-26,7-12,android,2.0.0,1
2021-06-26,7-12,ios,2.0.0,6
2021-06-27,1-6,android,1.5.3,1
2021-06-27,1-6,android,2.0.0,3
2021-06-27,1-6,ios,2.0.0,2
2021-06-27,7-12,android,1.2.8,1
2021-06-27,7-12,ios,2.0.0,3
2021-06-28,1-6,android,1.5.3,1
2021-06-28,1-6,android,2.0.0,3
2021-06-28,1-6,ios,2.0.0,1
2021-06-28,13-30,android,1.2.8,1
2021-06-28,30+,android,2.0.0,1
2021-06-28,7-12,ios,2.0.0,5
2021-06-29,1-6,android,1.5.3,1
2021-06-29,1-6,android,2.0.0,2
2021-06-29,1-6,ios,2.0.0,1
2021-06-29,13-30,android,2.0.0,1
2021-06-29,7-12,android,1.2.8,1
2021-06-29,7-12,ios,2.0.0,5
2021-06-30,1-6,android,2.0.0,1
2021-06-30,1-6,ios,2.0.0,5
2021-06-30,13-30,android,2.0.0,3
2021-06-30,7-12,android,1.5.3,1
2021-06-30,7-12,ios,2.0.0,5
2021-07-01,1-6,android,2.0.0,1
2021-07-01,1-6,ios,2.0.0,2
2021-07-01,13-30,android,2.0.0,2
2021-07-01,7-12,android,1.5.3,1
2021-07-01,7-12,ios,2.0.0,4
2021-07-02,1-6,android,1.5.3,1
2021-07-02,1-6,android,2.0.0,2
2021-07-02,1-6,ios,2.0.0,4
2021-07-02,7-12,ios,2.0.0,4
2021-07-03,1-6,ios,2.0.0,6
2021-07-03,13-30,android,2.0.0,2
2021-07-03,30+,android,2.0.0,2
2021-07-03,7-12,android,1.5.3,1
2021-07-03,7-12,android,2.0.0,1
2021-07-03,7-12,ios,2.0.0,6
2021-07-04,1-6,android,2.0.0,2
2021-07-04,1-6,ios,2.0.0,3
2021-07-04,7-12,android,1.5.3,1
2021-07-04,7-12,android,2.0.0,1
2021-07-04,7-12,ios,2.0.0,6
2021-07-05,1-6,android,2.0.0,3
2021-07-05,1-6,ios,2.0.0,4
2021-07-05,13-30,android,1.2.8,1
2021-07-05,7-12,android,1.5.3,1
2021-07-05,7-12,ios,2.0.0,8
2021-07-06,1-6,android,2.0.0,1
2021-07-06,1-6,ios,2.0.0,4
2021-07-06,7-12,android,1.2.8,1
2021-07-06,7-12,android,1.5.3,1
2021-07-06,7-12,android,2.0.0,1
2021-07-06,7-12,ios,2.0.0,8
2021-07-07,1-6,android,1.5.3,1
2021-07-07,1-6,android,2.0.0,1
2021-07-07,1-6,ios,2.0.0,6
2021-07-07,30+,android,1.2.8,1
2021-07-07,7-12,ios,2.0.0,5
2021-07-08,1-6,android,2.0.0,1
2021-07-08,1-6,ios,2.0.0,2
2021-07-08,7-12,android,1.2.8,1
2021-07-08,7-12,android,1.5.3,1
2021-07-08,7-12,ios,2.0.0,8
2021-07-09,1-6,android,1.5.3,1
2021-07-09,1-6,android,2.0.0,1
2021-07-09,1-6,ios,2.0.0,4
2021-07-09,13-30,android,1.2.8,1
2021-07-09,7-12,ios,2.0.0,5
2021-07-10,1-6,android,1.2.8,1
2021-07-10,1-6,ios,2.0.0,3
2021-07-10,13-30,android,2.0.0,3
2021-07-10,30+,android,2.0.0,1
2021-07-10,7-12,android,1.5.3,1
2021-07-10,7-12,ios,2.0.0,7
2021-07-11,1-6,android,1.2.8,1
2021-07-11,1-6,android,2.0.0,3
2021-07-11,7-12,ios,2.0.0,6
2021-07-12,1-6,android,1.5.3,1
2021-07-12,1-6,android,2.0.0,3
2021-07-12,1-6,ios,2.0.0,3
2021-07-12,7-12,ios,2.0.0,7
2021-07-13,1-6,android,1.2.8,1
2021-07-13,1-6,android,1.5.3,1
2021-07-13,1-6,ios,2.0.0,4
2021-07-13,13-30,android,2.0.0,1
2021-07-13,7-12,android,2.0.0,1
2021-07-13,7-12,ios,2.0.0,6
2021-07-14,1-6,android,2.0.0,2
2021-07-14,1-6,ios,2.0.0,1
2021-07-14,7-12,android,1.5.3,1
2021-07-14,7-12,ios,2.0.0,8
2021-07-15,1-6,android,1.5.3,1
2021-07-15,7-12,ios,2.0.0,7
2021-07-16,7-12,android,1.5.3,1
2021-07-16,7-12,ios,2.0.0,7
2021-07-17,1-6,android,1.5.3,1
2021-07-17,1-6,ios,2.0.0,2
2021-07-17,7-12,ios,2.0.0,5
2021-07-18,1-6,ios,2.0.0,2
2021-07-18,7-12,android,1.5.3,1
2021-07-18,7-12,ios,2.0.0,5
2021-07-19,1-6,android,1.5.3,1
2021-07-19,1-6,ios,2.0.0,2
2021-07-19,7-12,ios,2.0.0,5
2021-07-20,1-6,ios,2.0.0,1
2021-07-20,7-12,android,1.5.3,1
2021-07-20,7-12,ios,2.0.0,6
2021-07-21,1-6,android,1.5.3,1
2021-07-21,1-6,ios,2.0.0,1
2021-07-21,7-12,ios,2.0.0,6
2021-07-22,1-6,ios,2.0.0,3
2021-07-22,7-12,android,1.5.3,1
2021-07-22,7-12,ios,2.0.0,4
2021-07-23,1-6,android,1.5.3,1
2021-07-23,7-12,ios,2.0.0,8
2021-07-24,1-6,ios,2.0.0,1
2021-07-24,7-12,android,1.5.3,1
2021-07-24,7-12,ios,2.0.0,4
2021-07-25,1-6,ios,2.0.0,1
2021-07-25,7-12,android,1.5.3,1
2021-07-25,7-12,ios,2.0.0,2
2021-07-26,1-6,android,1.5.3,1
2021-07-26,1-6,ios,2.0.0,3
2021-07-26,7-12,ios,2.0.0,3
2021-07-27,1-6,ios,2.0.0,4
2021-07-27,7-12,android,1.5.3,1
2021-07-27,7-12,ios,2.0.0,2
2021-07-28,1-6,ios,2.0.0,1
2021-07-28,7-12,android,1.5.3,1
2021-07-28,7-12,ios,2.0.0,5
2021-07-29,1-6,ios,2.0.0,1
2021-07-29,7-12,android,1.5.3,1
2021-07-29,7-12,ios,2.0.0,5
2021-07-30,1-6,ios,2.0.0,2
2021-07-30,7-12,android,1.5.3,1
2021-07-30,7-12,android,2.0.0,1
2021-07-30,7-12,ios,2.0.0,4
2021-07-31,1-6,android,1.2.8,1
2021-07-31,1-6,android,1.5.3,1
2021-07-31,1-6,ios,2.0.0,2
2021-07-31,13-30,android,1.2.8,1
2021-07-31,13-30,android,2.0.0,1
2021-07-31,7-12,ios,2.0.0,3
2021-08-01,1-6,android,1.2.8,2
2021-08-01,1-6,android,2.0.0,1
2021-08-01,1-6,ios,2.0.0,2
2021-08-01,7-12,android,1.2.8,2
2021-08-01,7-12,android,1.5.3,1
2021-08-01,7-12,ios,2.0.0,3
2021-08-02,1-6,android,1.2.8,2
2021-08-02,1-6,android,1.5.3,1
2021-08-02,1-6,ios,2.0.0,1
2021-08-02,13-30,android,1.2.8,1
2021-08-02,7-12,android,2.0.0,1
2021-08-02,7-12,ios,2.0.0,4
2021-08-03,1-6,android,1.2.8,1
2021-08-03,1-6,android,1.5.3,1
2021-08-03,1-6,android,2.0.0,1
2021-08-03,1-6,ios,2.0.0,1
2021-08-03,30+,android,1.2.8,1
2021-08-03,7-12,android,1.2.8,1
2021-08-03,7-12,ios,2.0.0,3
2021-08-04,7-12,android,1.5.1,1
2021-08-04,7-12,android,1.5.3,1
2021-08-04,7-12,ios,2.0.0,3
2021-08-05,1-6,android,1.5.3,1
2021-08-05,1-6,ios,1.5.1,2
2021-08-05,7-12,ios,2.0.0,4
2021-08-06,1-6,ios,2.0.0,3
2021-08-06,7-12,android,1.5.3,1
2021-08-06,7-12,ios,2.0.0,1
2021-08-07,1-6,android,1.5.3,1
2021-08-07,1-6,ios,2.0.0,2
2021-08-07,7-12,ios,2.0.0,2
2021-08-08,1-6,ios,2.0.0,1
2021-08-08,7-12,android,1.5.3,1
2021-08-08,7-12,ios,2.0.0,3
2021-08-09,1-6,ios,1.5.1,2
2021-08-09,1-6,ios,2.0.0,3
2021-08-09,7-12,android,1.5.3,1
2021-08-09,7-12,ios,2.0.0,1
2021-08-10,1-6,android,1.5.3,1
2021-08-10,1-6,ios,1.5.3,4
2021-08-10,1-6,ios,2.0.0,3
2021-08-10,13-30,android,1.5.3,2
2021-08-10,7-12,android,1.5.3,2
2021-08-10,7-12,ios,1.5.3,1
2021-08-10,7-12,ios,2.0.0,2
2021-08-11,1-6,android,1.5.3,2
2021-08-11,1-6,ios,1.5.3,2
2021-08-11,1-6,ios,2.0.0,2
2021-08-11,7-12,ios,1.5.3,2
2021-08-11,7-12,ios,2.0.0,3
2021-08-12,1-6,android,1.5.3,2
2021-08-12,1-6,ios,1.5.3,4
2021-08-12,1-6,ios,2.0.0,2
2021-08-12,13-30,android,1.5.3,1
2021-08-12,30+,android,1.5.3,1
2021-08-12,7-12,android,1.5.3,3
2021-08-12,7-12,ios,2.0.0,3
2021-08-13,1-6,android,1.5.3,4
2021-08-13,1-6,ios,2.0.0,2
2021-08-13,30+,android,1.5.3,2
2021-08-13,7-12,android,1.5.3,1
2021-08-13,7-12,ios,1.5.3,3
2021-08-13,7-12,ios,2.0.0,3
2021-08-14,1-6,android,1.5.3,7
2021-08-14,1-6,ios,2.0.0,3
2021-08-14,7-12,ios,1.5.3,3
2021-08-14,7-12,ios,2.0.0,2
2021-08-15,1-6,android,1.5.3,6
2021-08-15,1-6,ios,2.0.0,4
2021-08-15,7-12,ios,1.5.3,3
2021-08-15,7-12,ios,2.0.0,1
2021-08-16,1-6,android,1.5.3,4
2021-08-16,1-6,ios,2.0.0,3
2021-08-16,7-12,ios,1.5.3,3
2021-08-16,7-12,ios,2.0.0,2
2021-08-17,1-6,android,1.5.3,3
2021-08-17,1-6,ios,1.5.3,3
2021-08-17,1-6,ios,2.0.0,4
2021-08-17,7-12,android,1.5.3,1
2021-08-17,7-12,ios,1.5.3,2
2021-08-17,7-12,ios,2.0.0,2
2021-08-18,1-6,android,1.5.3,4
2021-08-18,1-6,ios,1.5.3,1
2021-08-18,1-6,ios,2.0.0,2
2021-08-18,13-30,ios,2.0.0,1
2021-08-18,7-12,ios,1.5.3,1
2021-08-18,7-12,ios,2.0.0,3
2021-08-19,1-6,ios,2.0.0,2
2021-08-19,13-30,android,1.5.3,1
2021-08-19,7-12,android,1.5.3,1
2021-08-19,7-12,ios,1.5.3,1
2021-08-19,7-12,ios,2.0.0,4
2021-08-20,1-6,android,1.5.3,1
2021-08-20,1-6,ios,2.0.0,1
2021-08-20,7-12,android,1.5.3,1
2021-08-20,7-12,ios,1.5.3,1
2021-08-20,7-12,ios,2.0.0,3
2021-08-21,1-6,android,1.5.3,2
2021-08-21,1-6,ios,2.0.0,1
2021-08-21,7-12,ios,1.5.3,1
2021-08-21,7-12,ios,2.0.0,3
2021-08-22,1-6,android,1.5.3,2
2021-08-22,1-6,ios,2.0.0,2
2021-08-22,7-12,ios,1.5.3,1
2021-08-22,7-12,ios,2.0.0,2
2021-08-23,1-6,android,1.5.3,2
2021-08-23,1-6,ios,2.0.0,2
2021-08-23,7-12,ios,1.5.3,1
2021-08-23,7-12,ios,2.0.0,3
2021-08-24,1-6,android,1.5.3,2
2021-08-24,1-6,ios,1.5.3,1
2021-08-24,1-6,ios,2.0.0,2
2021-08-24,7-12,ios,1.5.3,1
2021-08-24,7-12,ios,2.0.0,3
2021-08-25,1-6,android,1.5.3,3
2021-08-25,1-6,ios,1.5.3,5
2021-08-25,1-6,ios,2.0.0,1
2021-08-25,7-12,ios,2.0.0,4
2021-08-26,1-6,android,1.5.3,2
2021-08-26,1-6,ios,1.5.3,3
2021-08-26,7-12,ios,1.5.3,3
2021-08-26,7-12,ios,2.0.0,4
2021-08-27,1-6,android,1.5.3,1
2021-08-27,1-6,ios,2.0.0,1
2021-08-27,13-30,ios,2.0.0,1
2021-08-27,7-12,ios,1.5.3,6
2021-08-27,7-12,ios,2.0.0,3
2021-08-28,1-6,ios,2.0.0,1
2021-08-28,13-30,ios,2.0.0,1
2021-08-28,7-12,android,1.5.3,1
2021-08-28,7-12,ios,1.5.3,5
2021-08-28,7-12,ios,2.0.0,3
2021-08-29,1-6,android,1.5.3,1
2021-08-29,1-6,ios,1.5.3,2
2021-08-29,7-12,ios,1.5.3,3
2021-08-29,7-12,ios,2.0.0,5
2021-08-30,1-6,ios,1.5.3,1
2021-08-30,1-6,ios,2.0.0,1
2021-08-30,7-12,ios,1.5.3,4
2021-08-30,7-12,ios,2.0.0,5
2021-08-31,1-6,android,1.5.3,1
2021-08-31,1-6,ios,2.0.0,3
2021-08-31,7-12,ios,1.5.3,4
2021-08-31,7-12,ios,2.0.0,3
2021-09-01,1-6,android,1.5.3,1
2021-09-01,1-6,ios,1.5.3,1
2021-09-01,1-6,ios,2.0.0,1
2021-09-01,7-12,ios,1.5.3,3
2021-09-01,7-12,ios,2.0.0,6
2021-09-02,1-6,ios,1.5.3,1
2021-09-02,1-6,ios,2.0.0,2
2021-09-02,7-12,android,1.5.3,1
2021-09-02,7-12,ios,1.5.3,3
2021-09-02,7-12,ios,2.0.0,5
2021-09-03,1-6,ios,1.5.3,1
2021-09-03,1-6,ios,2.0.0,1
2021-09-03,7-12,android,1.5.3,1
2021-09-03,7-12,ios,1.5.3,3
2021-09-03,7-12,ios,2.0.0,6
2021-09-04,1-6,ios,2.0.0,1
2021-09-04,7-12,android,1.5.3,1
2021-09-04,7-12,ios,1.5.3,1
2021-09-04,7-12,ios,2.0.0,5
2021-09-05,1-6,android,1.5.3,1
2021-09-05,1-6,ios,2.0.0,1
2021-09-05,7-12,ios,2.0.0,3
2021-09-06,1-6,android,1.5.3,1
2021-09-06,1-6,ios,2.0.0,1
2021-09-06,7-12,ios,2.0.0,1
2021-09-07,1-6,android,1.5.3,1
2021-09-07,1-6,ios,1.5.3,1
2021-09-07,1-6,ios,2.0.0,3
2021-09-07,7-12,ios,2.0.0,1
2021-09-08,1-6,android,1.5.3,1
2021-09-08,1-6,ios,2.0.0,3
2021-09-08,7-12,android,1.5.3,1
2021-09-08,7-12,ios,1.5.3,1
2021-09-08,7-12,ios,2.0.0,1
2021-09-09,1-6,android,1.5.3,2
2021-09-09,1-6,ios,2.0.0,1
2021-09-09,7-12,ios,1.5.3,1
2021-09-09,7-12,ios,2.0.0,3
2021-09-10,1-6,android,1.5.3,2
2021-09-10,1-6,ios,2.0.0,2
2021-09-10,7-12,ios,1.5.3,1
2021-09-10,7-12,ios,2.0.0,3
2021-09-11,1-6,android,1.5.3,1
2021-09-11,1-6,ios,2.0.0,1
2021-09-11,7-12,android,1.5.3,1
2021-09-11,7-12,ios,1.5.3,1
2021-09-11,7-12,ios,2.0.0,3
2021-09-12,1-6,android,1.5.3,1
2021-09-12,1-6,ios,2.0.0,1
2021-09-12,7-12,android,1.5.3,1
2021-09-12,7-12,ios,1.5.3,1
2021-09-12,7-12,ios,2.0.0,4
2021-09-13,1-6,android,1.5.3,2
2021-09-13,1-6,ios,2.0.0,2
2021-09-13,7-12,ios,2.0.0,3
2021-09-14,1-6,android,1.5.3,3
2021-09-14,1-6,ios,1.5.3,1
