date,region,date_provided-date_fournie,count-nombre
2021-07-31,YT,no_date-date_so,<20
2021-07-31,npts-ptso,date,<20
2021-07-31,npts-ptso,no_date-date_so,<20
2021-08-31,AB,date,<20
2021-08-31,AB,no_date-date_so,<20
2021-08-31,BC,date,<20
2021-08-31,BC,no_date-date_so,<20
2021-08-31,MB,date,<20
2021-08-31,MB,no_date-date_so,<20
2021-08-31,NB,date,<20
2021-08-31,NB,no_date-date_so,<20
2021-08-31,NL,date,<20
2021-08-31,NL,no_date-date_so,<20
2021-08-31,NT,date,<20
2021-08-31,NT,no_date-date_so,<20
2021-08-31,NS,date,<20
2021-08-31,NS,no_date-date_so,<20
2021-08-31,NU,date,<20
2021-08-31,NU,no_date-date_so,<20
2021-08-31,ON,date,<20
2021-08-31,ON,no_date-date_so,<20
2021-08-31,PE,date,<20
2021-08-31,PE,no_date-date_so,<20
2021-08-31,QC,date,<20
2021-08-31,QC,no_date-date_so,<20
2021-08-31,SK,date,<20
2021-08-31,SK,no_date-date_so,<20
2021-08-31,YT,date,<20
2021-08-31,YT,no_date-date_so,<20
2021-08-31,npts-ptso,date,<20
2021-08-31,npts-ptso,no_date-date_so,<20
2021-09-30,AB,date,<20
2021-09-30,AB,no_date-date_so,<20
2021-09-30,BC,date,<20
2021-09-30,BC,no_date-date_so,<20
2021-09-30,MB,date,<20
2021-09-30,MB,no_date-date_so,<20
2021-09-30,NB,date,<20
2021-09-30,NB,no_date-date_so,<20
2021-09-30,NL,date,<20
2021-09-30,NL,no_date-date_so,<20
2021-09-30,NT,date,<20
2021-09-30,NT,no_date-date_so,<20
2021-09-30,NS,date,<20
2021-09-30,NS,no_date-date_so,<20
2021-09-30,NU,date,<20
2021-09-30,NU,no_date-date_so,<20
2021-09-30,ON,date,<20
2021-09-30,ON,no_date-date_so,<20
2021-09-30,PE,date,<20
2021-09-30,PE,no_date-date_so,<20
2021-09-30,QC,date,<20
2021-09-30,QC,no_date-date_so,<20
2021-09-30,SK,date,<20
2021-09-30,SK,no_date-date_so,<20
2021-09-30,YT,date,<20
2021-09-30,YT,no_date-date_so,<20
2021-09-30,npts-ptso,date,<20
2021-09-30,npts-ptso,no_date-date_so,<20
2021-10-31,AB,date,<20
2021-10-31,AB,no_date-date_so,<20
2021-10-31,BC,date,<20
2021-10-31,BC,no_date-date_so,<20
2021-10-31,MB,date,<20
2021-10-31,MB,no_date-date_so,<20
2021-10-31,NB,date,<20
2021-10-31,NB,no_date-date_so,<20
2021-10-31,NL,date,<20
2021-10-31,NL,no_date-date_so,<20
2021-10-31,NT,date,<20
2021-10-31,NT,no_date-date_so,<20
2021-10-31,NS,date,<20
2021-10-31,NS,no_date-date_so,<20
2021-10-31,NU,date,<20
2021-10-31,NU,no_date-date_so,<20
2021-10-31,ON,date,<20
2021-10-31,ON,no_date-date_so,<20
2021-10-31,PE,date,<20
2021-10-31,PE,no_date-date_so,<20
2021-10-31,QC,date,<20
2021-10-31,QC,no_date-date_so,<20
2021-10-31,SK,date,<20
2021-10-31,SK,no_date-date_so,<20
2021-10-31,YT,date,<20
2021-10-31,YT,no_date-date_so,<20
2021-10-31,npts-ptso,date,<20
2021-10-31,npts-ptso,no_date-date_so,<20
2021-11-30,AB,date,<20
2021-11-30,AB,no_date-date_so,<20
2021-11-30,BC,date,<20
2021-11-30,BC,no_date-date_so,<20
2021-11-30,MB,date,<20
2021-11-30,MB,no_date-date_so,<20
2021-11-30,NB,date,<20
2021-11-30,NB,no_date-date_so,<20
2021-11-30,NL,date,<20
2021-11-30,NL,no_date-date_so,<20
2021-11-30,NT,date,<20
2021-11-30,NT,no_date-date_so,<20
2021-11-30,NS,date,<20
2021-11-30,NS,no_date-date_so,<20
2021-11-30,NU,date,<20
2021-11-30,NU,no_date-date_so,<20
2021-11-30,ON,date,<20
2021-11-30,ON,no_date-date_so,<20
2021-11-30,PE,date,<20
2021-11-30,PE,no_date-date_so,<20
2021-11-30,QC,date,<20
2021-11-30,QC,no_date-date_so,<20
2021-11-30,SK,date,<20
2021-11-30,SK,no_date-date_so,<20
2021-11-30,YT,date,<20
2021-11-30,YT,no_date-date_so,<20
2021-11-30,npts-ptso,date,<20
2021-11-30,npts-ptso,no_date-date_so,<20
2021-12-31,AB,date,<20
2021-12-31,AB,no_date-date_so,<20
2021-12-31,BC,date,<20
2021-12-31,BC,no_date-date_so,<20
2021-12-31,MB,date,<20
2021-12-31,MB,no_date-date_so,<20
2021-12-31,NB,date,<20
2021-12-31,NB,no_date-date_so,<20
2021-12-31,NL,date,<20
2021-12-31,NL,no_date-date_so,<20
2021-12-31,NT,date,<20
2021-12-31,NT,no_date-date_so,<20
2021-12-31,NS,date,<20
2021-12-31,NS,no_date-date_so,<20
2021-12-31,NU,date,<20
2021-12-31,NU,no_date-date_so,<20
2021-12-31,ON,date,<20
2021-12-31,ON,no_date-date_so,<20
2021-12-31,PE,date,<20
2021-12-31,PE,no_date-date_so,<20
2021-12-31,QC,date,<20
2021-12-31,QC,no_date-date_so,<20
2021-12-31,SK,date,<20
2021-12-31,SK,no_date-date_so,<20
2021-12-31,YT,date,<20
2021-12-31,YT,no_date-date_so,<20
2021-12-31,npts-ptso,date,<20
2021-12-31,npts-ptso,no_date-date_so,<20
